PID,B,L,H,Bx,Ly,ReF,MCODE1,MCODE2,MCODE3
129,0,0,0.06907000000001062,-88.66519970493391,-21.028794812591514,0,0,0,0
130,0,0,0.07487000000000421,-88.48239941196516,-21.008164929779014,0,0,0,0
131,0,0,0.0770700000000204,-88.29959911899641,-20.987412976654014,0,0,0,0
132,0,0,0.07907000000000153,-88.11655468540266,-20.966783093841514,0,0,0,0
133,0,0,0.07907000000000153,-87.93277782993391,-20.975389050872764,0,0,0,0
134,0,0,-0.09102999999998929,-90.26956982212141,-23.716599988372764,0,0,0,0
135,0,0,-0.1039299999999912,-90.39279980259016,-23.804002332122764,0,0,0,0
136,0,0,0.06707000000000107,-87.38156933384016,-21.001206921966514,0,0,0,0
137,0,0,0.04567000000000121,-87.19779247837141,-21.009812878997764,0,0,0,0
138,0,0,0.05607000000000539,-87.01395458774641,-21.018357800872764,0,0,0,0
139,0,0,0.03307000000000926,-86.83017773227766,-21.026963757904014,0,0,0,0
140,0,0,0.023070000000018354,-86.64640087680891,-21.035569714935264,0,0,0,0
141,0,0,0.015470000000021855,-86.46640820102766,-21.073167371185264,0,0,0,0
142,0,0,-0.00392999999999688,-86.28617138462141,-21.111009168060264,0,0,0,0
143,0,0,-0.024929999999983465,-86.10617870884016,-21.148606824310264,0,0,0,0
144,0,0,-0.05162999999998874,-85.92600292759016,-21.186387586029014,0,0,0,0
145,0,0,-0.06092999999998483,-85.74601025180891,-21.223985242279014,0,0,0,0
146,0,0,-0.07492999999999483,-85.56595654087141,-21.261766003997764,0,0,0,0
147,0,0,-0.08572999999998387,-85.38578075962141,-21.299363660247764,0,0,0,0
148,0,0,-0.08592999999999051,-85.20578808384016,-21.337205457122764,0,0,0,0
149,0,0,-0.09592999999998142,-85.03397411899641,-21.403001355560264,0,0,0,0
150,0,0,-0.10792999999998187,-84.86216015415266,-21.468797253997764,0,0,0,0
151,0,0,-0.12192999999999188,-84.69040722446516,-21.534593152435264,0,0,0,0
152,0,0,-0.1349299999999971,-84.51859325962141,-21.600572156341514,0,0,0,0
153,0,0,-0.14292999999997846,-84.34677929477766,-21.666368054779014,0,0,0,0
154,0,0,-0.15492999999997892,-84.17496532993391,-21.732163953216514,0,0,0,0
155,0,0,-0.16392999999999347,-84.00321240024641,-21.798203992279014,0,0,0,0
156,0,0,-0.1716299999999933,-83.83139843540266,-21.863999890716514,0,0,0,0
157,0,0,-0.18772999999998774,-83.67215771274641,-21.956162976654014,0,0,0,0
158,0,0,-0.2009299999999996,-83.51316113071516,-22.048570203216514,0,0,0,0
159,0,0,-0.21942999999998847,-83.35398144321516,-22.140977429779014,0,0,0,0
160,0,0,-0.23492999999999142,-83.19480175571516,-22.233201550872764,0,0,0,0
161,0,0,-0.255929999999978,-83.03580517368391,-22.325608777435264,0,0,0,0
162,0,0,-0.25192999999998733,-83.03580517368391,-22.325608777435264,0,0,0,0
163,0,0,-0.25192999999998733,-82.87656445102766,-22.417771863372764,0,0,0,0
164,0,0,-0.255929999999978,-82.71738476352766,-22.510179089935264,0,0,0,0
165,0,0,-0.2711299999999994,-82.55820507602766,-22.602403211029014,0,0,0,0
166,0,0,-0.27892999999997414,-82.41581005649641,-22.718980359466514,0,0,0,0
167,0,0,-0.2949299999999937,-82.27335400180891,-22.835374402435264,0,0,0,0
168,0,0,-0.299129999999991,-82.13095898227766,-22.951768445404014,0,0,0,0
169,0,0,-0.3039299999999798,-81.98838085727766,-23.068406628997764,0,0,0,0
170,0,0,-0.3090299999999786,-81.84598583774641,-23.184800671966514,0,0,0,0
171,0,0,-0.3189299999999946,-81.70359081821516,-23.301194714935264,0,0,0,0
172,0,0,-0.3289299999999855,-81.56119579868391,-23.417588757904014,0,0,0,0
173,0,0,-0.3389299999999764,-81.41880077915266,-23.533982800872764,0,0,0,0
174,0,0,0.07907000000000153,-87.74900097446516,-20.983995007904014,0,0,0,0
175,0,0,0.07907000000000153,-87.56540722446516,-20.992600964935264,0,0,0,0
176,0,0,1.164570000000026,-89.55515331821516,-1.7504134649352636,0,0,0,0
177,0,0,1.1640700000000095,-89.68241161899641,-1.8875594610290136,0,0,0,0
178,0,0,1.1640700000000095,-89.80960888462141,-2.0247664922790136,0,0,0,0
179,0,0,1.1640700000000095,-89.93680615024641,-2.1617904180602636,0,0,0,0
180,0,0,1.1640700000000095,-90.06375927524641,-2.2989974493102636,0,0,0,0
181,0,0,1.1650700000000143,-90.19095654087141,-2.4362044805602636,0,0,0,0
182,0,0,1.1650700000000143,-90.57236523227766,-2.8477645391540136,0,0,0,0
183,0,0,1.1650700000000143,-90.69956249790266,-2.9849715704040136,0,0,0,0
184,0,0,1.1650700000000143,-90.82675976352766,-3.1219954961852636,0,0,0,0
185,0,0,1.1650700000000143,-90.95377392368391,-3.2592025274352636,0,0,0,0
186,0,0,1.1650700000000143,-91.08097118930891,-3.3964095586852636,0,0,0,0
187,0,0,1.1650700000000143,-91.20816845493391,-3.5335555547790136,0,0,0,0
188,0,0,1.1650700000000143,-91.33518261509016,-3.6707625860290136,0,0,0,0
189,0,0,1.1640700000000095,-91.46237988071516,-3.8079696172790136,0,0,0,0
190,0,0,1.1630700000000047,-91.56681103305891,-3.9586043829040136,0,0,0,0
191,0,0,1.1610700000000236,-91.67118115024641,-4.109178113372764,0,0,0,0
192,0,0,1.1570700000000045,-91.77561230259016,-4.259812878997764,0,0,0,0
193,0,0,1.1530700000000138,-91.87998241977766,-4.410203503997764,0,0,0,0
194,0,0,1.152070000000009,-91.98459667759016,-4.560777234466514,0,0,0,0
195,0,0,1.1490700000000231,-92.08878368930891,-4.711412000091514,0,0,0,0
196,0,0,1.1440699999999993,-92.16556591587141,-4.877793836029014,0,0,0,0
197,0,0,1.1397699999999986,-92.24240917759016,-5.044175671966514,0,0,0,0
198,0,0,1.132470000000012,-92.31900829868391,-5.210557507904014,0,0,0,0
199,0,0,1.117670000000004,-92.39579052524641,-5.377000378997764,0,0,0,0
200,0,0,1.1064700000000016,-92.47257275180891,-5.543382214935264,0,0,0,0
201,0,0,1.1040700000000072,-92.54935497837141,-5.709764050872764,0,0,0,0
202,0,0,1.1010700000000213,-92.59598583774641,-5.887010144622764,0,0,0,0
203,0,0,1.0960700000000259,-92.64279980259016,-6.064012097747764,0,0,0,0
204,0,0,1.0915700000000186,-92.68955273227766,-6.241197156341514,0,0,0,0
205,0,0,1.0850700000000018,-92.73636669712141,-6.418382214935264,0,0,0,0
206,0,0,1.0770700000000204,-92.78299755649641,-6.595567273529014,0,0,0,0
207,0,0,1.074070000000006,-92.82981152134016,-6.772813367279014,0,0,0,0
208,0,0,1.068870000000004,-92.84519238071516,-6.955369519622764,0,0,0,0
209,0,0,1.0630700000000104,-92.86039013462141,-7.137803601654014,0,0,0,0
210,0,0,1.0550700000000006,-92.87577099399641,-7.320603894622764,0,0,0,0
211,0,0,1.034070000000014,-92.89121288852766,-7.503160046966514,0,0,0,0
212,0,0,1.0330700000000093,-92.90641064243391,-7.685594128997764,0,0,0,0
213,0,0,1.0330700000000093,-92.92179150180891,-7.868211316497764,0,0,0,0
214,0,0,1.0320700000000045,-92.90537304477766,-8.050767468841514,0,0,0,0
215,0,0,1.0320700000000045,-92.88877148227766,-8.233201550872764,0,0,0,0
216,0,0,1.0320700000000045,-92.87216991977766,-8.415757703216514,0,0,0,0
217,0,0,1.0320700000000045,-92.85581249790266,-8.598191785247764,0,0,0,0
218,0,0,1.0310699999999997,-92.83921093540266,-8.780808972747764,0,0,0,0
219,0,0,1.0310699999999997,-92.82260937290266,-8.963182019622764,0,0,0,0
220,0,0,1.0310699999999997,-92.77475781040266,-9.140000867279014,0,0,0,0
221,0,0,1.0310699999999997,-92.72678417759016,-9.317002820404014,0,0,0,0
222,0,0,1.0310699999999997,-92.67899365024641,-9.493760632904014,0,0,0,0
223,0,0,1.0293700000000001,-92.63120312290266,-9.670579480560264,0,0,0,0
224,0,0,1.0290700000000186,-92.58316845493391,-9.847398328216514,0,0,0,0
225,0,0,1.0290700000000186,-92.53519482212141,-10.024400281341514,0,0,0,0
226,0,0,1.0290700000000186,-92.45737499790266,-10.190171765716514,0,0,0,0
227,0,0,1.0290700000000186,-92.37955517368391,-10.356004285247764,0,0,0,0
228,0,0,1.0290700000000186,-92.30179638462141,-10.521958875091514,0,0,0,0
229,0,0,1.1650700000000143,-90.31815380649641,-2.5734115118102636,0,0,0,0
230,0,0,1.1650700000000143,-90.44516796665266,-2.7105575079040136,0,0,0,0
231,0,0,1.0393700000000194,-95.92899365024641,-12.549363660247764,0,0,0,0
232,0,0,1.042870000000022,-96.01560253696516,-12.370774793060264,0,0,0,0
233,0,0,1.040270000000021,-96.10239452915266,-12.192369031341514,0,0,0,0
234,0,0,1.0520700000000147,-96.18900341587141,-12.013963269622764,0,0,0,0
235,0,0,1.0630700000000104,-96.27579540805891,-11.835374402435264,0,0,0,0
236,0,0,1.0630700000000104,-96.36240429477766,-11.656968640716514,0,0,0,0
237,0,0,1.07817,-96.44919628696516,-11.478562878997764,0,0,0,0
238,0,0,1.0713700000000017,-96.50577587680891,-11.288377332122764,0,0,0,0
239,0,0,1.0660700000000247,-96.56259960727766,-11.098374890716514,0,0,0,0
240,0,0,1.06507000000002,-96.61936230259016,-10.908189343841514,0,0,0,0
241,0,0,1.0660700000000247,-96.67600292759016,-10.718003796966514,0,0,0,0
242,0,0,1.0660700000000247,-96.73276562290266,-10.528001355560264,0,0,0,0
243,0,0,1.0660700000000247,-96.78958935337141,-10.337815808685264,0,0,0,0
244,0,0,1.0660700000000247,-96.81479687290266,-10.140977429779014,0,0,0,0
245,0,0,1.0660700000000247,-96.84018749790266,-9.944200086029014,0,0,0,0
246,0,0,1.0660700000000247,-96.86557812290266,-9.747605847747764,0,0,0,0
247,0,0,1.0660700000000247,-96.89078564243391,-9.550767468841514,0,0,0,0
248,0,0,1.0690700000000106,-96.91617626743391,-9.353990125091514,0,0,0,0
249,0,0,1.072070000000025,-96.94156689243391,-9.157212781341514,0,0,0,0
250,0,0,1.0770700000000204,-96.93479199009016,-8.958970593841514,0,0,0,0
251,0,0,1.081070000000011,-96.92795605259016,-8.760606336029014,0,0,0,0
252,0,0,1.0860700000000065,-96.92118115024641,-8.562364148529014,0,0,0,0
253,0,0,1.0930700000000115,-96.91440624790266,-8.363999890716514,0,0,0,0
254,0,0,1.098070000000007,-96.90775341587141,-8.165757703216514,0,0,0,0
255,0,0,1.104770000000002,-96.90097851352766,-7.967393445404014,0,0,0,0
256,0,0,1.1100700000000074,-96.86240429477766,-7.772813367279014,0,0,0,0
257,0,0,1.1210700000000031,-96.82376904087141,-7.578172253997764,0,0,0,0
258,0,0,1.1276700000000233,-96.78501171665266,-7.383592175872764,0,0,0,0
259,0,0,1.1330700000000036,-96.74637646274641,-7.189012097747764,0,0,0,0
260,0,0,1.136070000000018,-96.70780224399641,-6.994370984466514,0,0,0,0
261,0,0,1.1420700000000181,-96.66898388462141,-6.799790906341514,0,0,0,0
262,0,0,1.1460700000000088,-96.59958691196516,-6.613999890716514,0,0,0,0
263,0,0,1.156170000000003,-96.53000683384016,-6.428208875091514,0,0,0,0
264,0,0,1.1703700000000197,-96.46036572055891,-6.242356824310264,0,0,0,0
265,0,0,1.163470000000018,-96.39078564243391,-6.056565808685264,0,0,0,0
266,0,0,1.1911699999999996,-96.32138866977766,-5.870774793060264,0,0,0,0
267,0,0,1.1870700000000056,-96.25180859165266,-5.684983777435264,0,0,0,0
268,0,0,1.1850700000000245,-96.12979931430891,-5.530381726654014,0,0,0,0
269,0,0,1.183070000000015,-96.00779003696516,-5.375779675872764,0,0,0,0
270,0,0,1.1810700000000054,-95.88578075962141,-5.221360730560264,0,0,0,0
271,0,0,1.1782700000000261,-95.76395458774641,-5.066758679779014,0,0,0,0
272,0,0,1.163170000000008,-95.64200634555891,-4.912156628997764,0,0,0,0
273,0,0,1.142470000000003,-95.51999706821516,-4.757615613372764,0,0,0,0
274,0,0,1.1599700000000155,-95.39798779087141,-4.603013562591514,0,0,0,0
275,0,0,1.186869999999999,-95.27597851352766,-4.448594617279014,0,0,0,0
276,0,0,1.166070000000019,-95.15396923618391,-4.293992566497764,0,0,0,0
277,0,0,1.1469700000000103,-95.03220409946516,-4.139390515716514,0,0,0,0
278,0,0,1.0290700000000186,-92.22397656040266,-10.687791394622764,0,0,0,0
279,0,0,1.0290700000000186,-92.14615673618391,-10.853807019622764,0,0,0,0
280,0,0,1.0294700000000034,-92.06839794712141,-11.019578503997764,0,0,0,0
281,0,0,1.145070000000004,-94.66617626743391,-3.6757674688415136,0,0,0,0
282,0,0,1.1440699999999993,-94.54416699009016,-3.5211654180602636,0,0,0,0
283,0,0,1.1440699999999993,-94.42215771274641,-3.3665633672790136,0,0,0,0
284,0,0,1.142770000000013,-94.30020947055891,-3.2119613164977636,0,0,0,0
285,0,0,1.1390700000000038,-94.17820019321516,-3.0576034063415136,0,0,0,0
286,0,0,1.1330700000000036,-94.05637402134016,-2.9030013555602636,0,0,0,0
287,0,0,1.1278700000000015,-93.93436474399641,-2.7483993047790136,0,0,0,0
288,0,0,1.1219700000000046,-93.81235546665266,-2.5937972539977636,0,0,0,0
289,0,0,1.1200699999999983,-93.66959423618391,-2.4583602422790136,0,0,0,0
290,0,0,1.1180700000000172,-93.52658886509016,-2.3229842657165136,0,0,0,0
291,0,0,1.1160700000000077,-93.38358349399641,-2.1876082891540136,0,0,0,0
292,0,0,1.112070000000017,-93.24057812290266,-2.0521712774352636,0,0,0,0
293,0,0,1.1007700000000114,-93.09775585727766,-1.9167953008727636,0,0,0,0
294,0,0,1.0986699999999985,-92.95481152134016,-1.7813582891540136,0,0,0,0
295,0,0,1.1000700000000165,-92.81180615024641,-1.6459823125915136,0,0,0,0
296,0,0,1.1025700000000143,-92.66898388462141,-1.5106063360290136,0,0,0,0
297,0,0,1.0977700000000254,-92.52597851352766,-1.3751693243102636,0,0,0,0
298,0,0,1.1030700000000024,-92.38315624790266,-1.2396102422790136,0,0,0,0
299,0,0,1.109470000000016,-92.24021191196516,-1.1043563360290136,0,0,0,0
300,0,0,1.0973700000000122,-92.09720654087141,-0.9687972539977636,0,0,0,0
301,0,0,1.104770000000002,-91.95438427524641,-0.8333602422790136,0,0,0,0
302,0,0,1.1010700000000213,-91.81137890415266,-0.6979842657165136,0,0,0,0
303,0,0,1.0927700000000016,-91.66837353305891,-0.5626082891540136,0,0,0,0
304,0,0,1.0960700000000259,-91.52561230259016,-0.4271712774352636,0,0,0,0
305,0,0,1.0992700000000184,-91.38260693149641,-0.2917953008727636,0,0,0,0
306,0,0,1.091070000000002,-91.23960156040266,-0.15635828915401362,0,0,0,0
307,0,0,1.0855700000000184,-91.09677929477766,-0.02098231259151362,0,0,0,0
308,0,0,1.0878700000000094,-90.95377392368391,0.11439366397098638,0,0,0,0
309,0,0,1.1460700000000088,-94.91019482212141,-3.9847884649352636,0,0,0,0
310,0,0,1.1460700000000088,-94.78818554477766,-3.8303695196227636,0,0,0,0
311,0,0,-0.15392999999997414,-86.10636181430891,-23.443772839935264,0,0,0,0
312,0,0,-0.06092999999998483,-86.72959179477766,-22.756211804779014,0,0,0,0
313,0,0,0.026070000000004256,-87.35257763462141,-22.068589734466514,0,0,0,0
314,0,0,0.11406999999999812,-87.97580761509016,-21.381211804779014,0,0,0,0
315,0,0,0.1670700000000238,-88.59879345493391,-20.693589734466514,0,0,0,0
316,0,0,0.22307000000000698,-89.22196240024641,-20.005967664154014,0,0,0,0
317,0,0,0.2755700000000161,-89.84500927524641,-19.318406628997764,0,0,0,0
318,0,0,0.37707000000000335,-90.46817822055891,-18.630784558685264,0,0,0,0
319,0,0,0.4706700000000126,-91.09116406040266,-17.943162488372764,0,0,0,0
320,0,0,0.5589700000000164,-91.71439404087141,-17.255601453216514,0,0,0,0
321,0,0,0.6700700000000097,-92.33737988071516,-16.568162488372764,0,0,0,0
322,0,0,0.7217700000000207,-92.96060986118391,-15.880601453216514,0,0,0,0
323,0,0,0.913170000000008,-94.16996044712141,-14.531968640716514,0,0,0,0
324,0,0,0.9848700000000008,-94.75638622837141,-13.871202039154014,0,0,0,0
325,0,0,1.0198700000000258,-95.34281200962141,-13.210191296966514,0,0,0,0
326,0,0,0.9640700000000209,-91.44181103305891,-11.755784558685264,0,0,0,0
327,0,0,0.9150700000000143,-90.81540722446516,-12.491990613372764,0,0,0,0
328,0,0,0.8330700000000206,-90.18900341587141,-13.228013562591514,0,0,0,0
329,0,0,0.7110700000000065,-89.56259960727766,-13.964158582122764,0,0,0,0
330,0,0,0.5940700000000163,-88.93619579868391,-14.700364636810264,0,0,0,0
331,0,0,0.591070000000002,-88.93619579868391,-14.700364636810264,0,0,0,0
332,0,0,0.4860700000000122,-88.30960888462141,-15.436387586029014,0,0,0,0
333,0,0,0.39107000000001335,-87.68320507602766,-16.172593640716514,0,0,0,0
